Provider ID,Hospital Name,ZIP Code,County Name,Phone Number,Measure Name,Measure ID,Compared to National,Score,Footnote,Measure Start Date,Measure End Date,Location,Location 1
460030,ASHLEY REGIONAL MEDICAL CENTER,84078,UINTAH,4360000000,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,Not Available,Not Available,,01/01/2013 12:00:00 AM,########,"150 WEST 100 NORTH
VERNAL, UT 84078
(40.457921845000044, -109.52668436499994)","150 WEST 100 NORTH
VERNAL, UT
(40.457921845000044, -109.52668436499994)"
461306,GUNNISON VALLEY HOSPITAL,84634,SANPETE,4360000000,Catheter-Associated Urinary Tract Infections (CAUTI),HAI_2_SIR,Not Available,Not Available,,01/01/2013 12:00:00 AM,########,"64 EAST 100 NORTH
GUNNISON, UT 84634
(39.15662908000007, -111.81637890399998)","64 EAST 100 NORTH
GUNNISON, UT
(39.15662908000007, -111.81637890399998)"
460043,OREM COMMUNITY HOSPITAL,84057,UTAH,8020000000,CAUTI Predicted Cases,HAI_2_ELIGCASES,Not Available,Not Available,,01/01/2013 12:00:00 AM,########,"331 NORTH 400 WEST
OREM, UT 84057
(40.30326027600006, -111.70545684599995)","331 NORTH 400 WEST
OREM, UT
(40.30326027600006, -111.70545684599995)"
461300,DELTA COMMUNITY MEDICAL CENTER,84624,MILLARD,4360000000,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,Not Available,Not Available,,01/01/2013 12:00:00 AM,########,"126 SOUTH WHITE SAGE AVENUE
DELTA, UT 84624
(39.34974253100006, -112.56026558899998)","126 SOUTH WHITE SAGE AVENUE
DELTA, UT
(39.34974253100006, -112.56026558899998)"
460026,SEVIER VALLEY MEDICAL CENTER,84701,SEVIER,4360000000,CLABSI Observed Cases,HAI_1_NUMERATOR,Not Available,Not Available,,01/01/2013 12:00:00 AM,########,"1000 NORTH MAIN STREET
RICHFIELD, UT 84701
(38.78209039200004, -112.08475199999998)","1000 NORTH MAIN STREET
RICHFIELD, UT
(38.78209039200004, -112.08475199999998)"
460001,UTAH VALLEY REGIONAL MEDICAL CENTER,84604,UTAH,8010000000,CAUTI Predicted Cases,HAI_2_ELIGCASES,Worse than the U.S. National Benchmark,14.218999999999999,,01/01/2013 12:00:00 AM,########,"1034 NORTH 500 WEST
PROVO, UT 84604
(40.24649080700004, -111.66739467299999)","1034 NORTH 500 WEST
PROVO, UT
(40.24649080700004, -111.66739467299999)"
460004,MCKAY DEE HOSPITAL,84403,WEBER,8010000000,CLABSI Predicted Cases,HAI_1_ELIGCASES,No Different than U.S. National Benchmark,5.2610000000000001,,01/01/2013 12:00:00 AM,########,"4401 HARRISON BOULEVARD
OGDEN, UT 84403
(41.182842762000064, -111.94917334099995)","4401 HARRISON BOULEVARD
OGDEN, UT
(41.182842762000064, -111.94917334099995)"
460019,UINTAH BASIN MEDICAL CENTER,84066,DUCHESNE,4360000000,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,Not Available,0.40899999999999997,,01/01/2013 12:00:00 AM,########,"250 WEST 300 NORTH (75-2)
ROOSEVELT, UT 84066
(40.303424936000056, -109.99608898599996)","250 WEST 300 NORTH (75-2)
ROOSEVELT, UT
(40.303424936000056, -109.99608898599996)"
460041,DAVIS HOSPITAL AND MEDICAL CENTER,84041,DAVIS,8020000000,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,No Different than U.S. National Benchmark,-,,01/01/2013 12:00:00 AM,########,"1600 WEST ANTELOPE DRIVE
LAYTON, UT 84041
(41.08921787400004, -111.99543086899996)","1600 WEST ANTELOPE DRIVE
LAYTON, UT
(41.08921787400004, -111.99543086899996)"
461310,BLUE MOUNTAIN HOSPITAL,84511,SAN JUAN,4360000000,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,Not Available,Not Available,,01/01/2013 12:00:00 AM,########,"802 SOUTH 200 WEST
BLANDING, UT 84511
(37.613404082000045, -109.48153782299994)","802 SOUTH 200 WEST
BLANDING, UT
(37.613404082000045, -109.48153782299994)"
460042,LAKEVIEW HOSPITAL,84010,DAVIS,8010000000,CLABSI Observed Cases,HAI_1_NUMERATOR,No Different than U.S. National Benchmark,0,,01/01/2013 12:00:00 AM,########,"630 EAST MEDICAL DRIVE
BOUNTIFUL, UT 84010
(40.88668360400004, -111.86823969799997)","630 EAST MEDICAL DRIVE
BOUNTIFUL, UT
(40.88668360400004, -111.86823969799997)"
460026,SEVIER VALLEY MEDICAL CENTER,84701,SEVIER,4360000000,SSI: Colon Observed Cases,HAI_3_NUMERATOR,Not Available,0,,01/01/2013 12:00:00 AM,########,"1000 NORTH MAIN STREET
RICHFIELD, UT 84701
(38.78209039200004, -112.08475199999998)","1000 NORTH MAIN STREET
RICHFIELD, UT
(38.78209039200004, -112.08475199999998)"
460013,MOUNTAIN VIEW HOSPITAL,84651,UTAH,8010000000,C.diff Predicted Cases,HAI_6_ELIGCASES,No Different than U.S. National Benchmark,6.093,,01/01/2013 12:00:00 AM,########,"1000 EAST 100 NORTH
PAYSON, UT 84651
(40.04461333800003, -111.71522704399996)","1000 EAST 100 NORTH
PAYSON, UT
(40.04461333800003, -111.71522704399996)"
460006,LDS HOSPITAL,84143,SALT LAKE,8010000000,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,Worse than the U.S. National Benchmark,197,,01/01/2013 12:00:00 AM,########,"8TH AVENUE AND C STREET
SALT LAKE CITY, UT 84143
(40.778499871000065, -111.87863972099996)","8TH AVENUE AND C STREET
SALT LAKE CITY, UT
(40.65968998000005, -111.91300138699995)"
460030,ASHLEY REGIONAL MEDICAL CENTER,84078,UINTAH,4360000000,Catheter-Associated Urinary Tract Infections (CAUTI),HAI_2_SIR,Not Available,Not Available,,01/01/2013 12:00:00 AM,########,"150 WEST 100 NORTH
VERNAL, UT 84078
(40.457921845000044, -109.52668436499994)","150 WEST 100 NORTH
VERNAL, UT
(40.457921845000044, -109.52668436499994)"
460044,ALTA VIEW HOSPITAL,84094,SALT LAKE,8020000000,SSI: Colon Observed Cases,HAI_3_NUMERATOR,No Different than U.S. National Benchmark,3,,01/01/2013 12:00:00 AM,########,"9660 SOUTH 1300 EAST
SANDY, UT 84094
(40.575599778000026, -111.85317706999996)","9660 SOUTH 1300 EAST
SANDY, UT
(40.575599778000026, -111.85317706999996)"
460004,MCKAY DEE HOSPITAL,84403,WEBER,8010000000,MRSA Patient Days,HAI_5_DOPC_DAYS,No Different than U.S. National Benchmark,92013,,01/01/2013 12:00:00 AM,########,"4401 HARRISON BOULEVARD
OGDEN, UT 84403
(41.182842762000064, -111.94917334099995)","4401 HARRISON BOULEVARD
OGDEN, UT
(41.182842762000064, -111.94917334099995)"
460043,OREM COMMUNITY HOSPITAL,84057,UTAH,8020000000,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,No Different than U.S. National Benchmark,-,,01/01/2013 12:00:00 AM,########,"331 NORTH 400 WEST
OREM, UT 84057
(40.30326027600006, -111.70545684599995)","331 NORTH 400 WEST
OREM, UT
(40.30326027600006, -111.70545684599995)"
461307,HEBER VALLEY MEDICAL CENTER,84032,WASATCH,4360000000,C.diff Observed Cases,HAI_6_NUMERATOR,Not Available,0,,01/01/2013 12:00:00 AM,########,"1485 SOUTH HIGHWAY 40
HEBER CITY, UT 84032
(40.488898352000035, -111.40908450799998)","1485 SOUTH HIGHWAY 40
HEBER CITY, UT
(40.488898352000035, -111.40908450799998)"
460007,VALLEY VIEW MEDICAL CENTER,84721,IRON,4360000000,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,No Different than U.S. National Benchmark,0.65200000000000002,,01/01/2013 12:00:00 AM,########,"1303 NORTH MAIN STREET
CEDAR CITY, UT 84721
(37.70026348600004, -113.06404143699996)","1303 NORTH MAIN STREET
CEDAR CITY, UT
(37.70026348600004, -113.06404143699996)"
460041,DAVIS HOSPITAL AND MEDICAL CENTER,84041,DAVIS,8020000000,CAUTI Observed Cases,HAI_2_NUMERATOR,No Different than U.S. National Benchmark,2,,01/01/2013 12:00:00 AM,########,"1600 WEST ANTELOPE DRIVE
LAYTON, UT 84041
(41.08921787400004, -111.99543086899996)","1600 WEST ANTELOPE DRIVE
LAYTON, UT
(41.08921787400004, -111.99543086899996)"
460058,RIVERTON HOSPITAL,84065,SALT LAKE,8010000000,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,No Different than U.S. National Benchmark,0.317,,01/01/2013 12:00:00 AM,########,"3741 WEST 12600 SOUTH
RIVERTON, UT 84065
(40.52227547500007, -111.979928471)","3741 WEST 12600 SOUTH
RIVERTON, UT
(40.52227547500007, -111.979928471)"
460007,VALLEY VIEW MEDICAL CENTER,84721,IRON,4360000000,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,No Different than U.S. National Benchmark,1.202,,01/01/2013 12:00:00 AM,########,"1303 NORTH MAIN STREET
CEDAR CITY, UT 84721
(37.70026348600004, -113.06404143699996)","1303 NORTH MAIN STREET
CEDAR CITY, UT
(37.70026348600004, -113.06404143699996)"
461310,BLUE MOUNTAIN HOSPITAL,84511,SAN JUAN,4360000000,C.diff Predicted Cases,HAI_6_ELIGCASES,Not Available,Not Available,,01/01/2013 12:00:00 AM,########,"802 SOUTH 200 WEST
BLANDING, UT 84511
(37.613404082000045, -109.48153782299994)","802 SOUTH 200 WEST
BLANDING, UT
(37.613404082000045, -109.48153782299994)"
460001,UTAH VALLEY REGIONAL MEDICAL CENTER,84604,UTAH,8010000000,CAUTI Upper Confidence Limit,HAI_2_CI_UPPER,Worse than the U.S. National Benchmark,3.8740000000000001,,01/01/2013 12:00:00 AM,########,"1034 NORTH 500 WEST
PROVO, UT 84604
(40.24649080700004, -111.66739467299999)","1034 NORTH 500 WEST
PROVO, UT
(40.24649080700004, -111.66739467299999)"
460041,DAVIS HOSPITAL AND MEDICAL CENTER,84041,DAVIS,8020000000,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,No Different than U.S. National Benchmark,57,,01/01/2013 12:00:00 AM,########,"1600 WEST ANTELOPE DRIVE
LAYTON, UT 84041
(41.08921787400004, -111.99543086899996)","1600 WEST ANTELOPE DRIVE
LAYTON, UT
(41.08921787400004, -111.99543086899996)"
460014,MOUNTAIN WEST MEDICAL CENTER,84074,TOOELE,4360000000,MRSA Predicted Cases,HAI_5_ELIGCASES,Not Available,0.221,,01/01/2013 12:00:00 AM,########,"2055 NORTH MAIN STREET
TOOELE, UT 84074
(40.566694193000046, -112.29591041599997)","2055 NORTH MAIN STREET
TOOELE, UT
(40.566694193000046, -112.29591041599997)"
460058,RIVERTON HOSPITAL,84065,SALT LAKE,8010000000,SSI: Colon Observed Cases,HAI_3_NUMERATOR,No Different than U.S. National Benchmark,3,,01/01/2013 12:00:00 AM,########,"3741 WEST 12600 SOUTH
RIVERTON, UT 84065
(40.52227547500007, -111.979928471)","3741 WEST 12600 SOUTH
RIVERTON, UT
(40.52227547500007, -111.979928471)"
461302,MOAB REGIONAL HOSPITAL,84532,GRAND,4360000000,MRSA Observed Cases,HAI_5_NUMERATOR,Not Available,Not Available,,01/01/2013 12:00:00 AM,########,"450 WEST WILLIAMS WAY
MOAB, UT 84532
(38.57432819300004, -109.56012378099996)","450 WEST WILLIAMS WAY
MOAB, UT
(38.57432819300004, -109.56012378099996)"
460017,BRIGHAM CITY COMMUNITY HOSPITAL,84302,BOX ELDER,4360000000,SSI: Colon Observed Cases,HAI_3_NUMERATOR,Not Available,0,,01/01/2013 12:00:00 AM,########,"950 SOUTH MEDICAL DRIVE
BRIGHAM CITY, UT 84302
(41.49152653600004, -112.02418016899998)","950 SOUTH MEDICAL DRIVE
BRIGHAM CITY, UT
(41.49152653600004, -112.02418016899998)"
460047,ST MARKS HOSPITAL,84124,SALT LAKE,8010000000,CLABSI Lower Confidence Limit,HAI_1_CI_LOWER,No Different than U.S. National Benchmark,0.10100000000000001,,01/01/2013 12:00:00 AM,########,"1200 EAST 3900 SOUTH
SALT LAKE CITY, UT 84124
(40.68704076400007, -111.85675983399994)","1200 EAST 3900 SOUTH
SALT LAKE CITY, UT
(40.68704076400007, -111.85675983399994)"
461310,BLUE MOUNTAIN HOSPITAL,84511,SAN JUAN,4360000000,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,Not Available,Not Available,,01/01/2013 12:00:00 AM,########,"802 SOUTH 200 WEST
BLANDING, UT 84511
(37.613404082000045, -109.48153782299994)","802 SOUTH 200 WEST
BLANDING, UT
(37.613404082000045, -109.48153782299994)"
460009,UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND  CLINICS,84132,SALT LAKE,8020000000,Central line-associated blood stream infections (CLABSI),HAI_1_SIR,No Different than U.S. National Benchmark,0.79500000000000004,,01/01/2013 12:00:00 AM,########,"50 NORTH MEDICAL DRIVE
SALT LAKE CITY, UT 84132
(40.77298795200005, -111.83684362499997)","50 NORTH MEDICAL DRIVE
SALT LAKE CITY, UT
(40.77298795200005, -111.83684362499997)"
460042,LAKEVIEW HOSPITAL,84010,DAVIS,8010000000,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,No Different than U.S. National Benchmark,0.71599999999999997,,01/01/2013 12:00:00 AM,########,"630 EAST MEDICAL DRIVE
BOUNTIFUL, UT 84010
(40.88668360400004, -111.86823969799997)","630 EAST MEDICAL DRIVE
BOUNTIFUL, UT
(40.88668360400004, -111.86823969799997)"
460010,INTERMOUNTAIN MEDICAL CENTER,84107,SALT LAKE,8020000000,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,Worse than the U.S. National Benchmark,3.4129999999999998,,01/01/2013 12:00:00 AM,########,"5121 SOUTH COTTONWOOD STREET
MURRAY, UT 84107
(40.66034663600004, -111.89373522999995)","5121 SOUTH COTTONWOOD STREET
MURRAY, UT
(40.66034663600004, -111.89373522999995)"
460001,UTAH VALLEY REGIONAL MEDICAL CENTER,84604,UTAH,8010000000,MRSA Observed Cases,HAI_5_NUMERATOR,No Different than U.S. National Benchmark,2,,01/01/2013 12:00:00 AM,########,"1034 NORTH 500 WEST
PROVO, UT 84604
(40.24649080700004, -111.66739467299999)","1034 NORTH 500 WEST
PROVO, UT
(40.24649080700004, -111.66739467299999)"
460041,DAVIS HOSPITAL AND MEDICAL CENTER,84041,DAVIS,8020000000,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,No Different than U.S. National Benchmark,-,,01/01/2013 12:00:00 AM,########,"1600 WEST ANTELOPE DRIVE
LAYTON, UT 84041
(41.08921787400004, -111.99543086899996)","1600 WEST ANTELOPE DRIVE
LAYTON, UT
(41.08921787400004, -111.99543086899996)"
461309,KANE COUNTY HOSPITAL,84741,KANE,4360000000,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,Not Available,Not Available,,01/01/2013 12:00:00 AM,########,"355 NORTH MAIN STREET
KANAB, UT 84741
(37.05415050100004, -112.52862508099997)","355 NORTH MAIN STREET
KANAB, UT
(37.05415050100004, -112.52862508099997)"
460007,VALLEY VIEW MEDICAL CENTER,84721,IRON,4360000000,CAUTI Predicted Cases,HAI_2_ELIGCASES,No Different than U.S. National Benchmark,1.0620000000000001,,01/01/2013 12:00:00 AM,########,"1303 NORTH MAIN STREET
CEDAR CITY, UT 84721
(37.70026348600004, -113.06404143699996)","1303 NORTH MAIN STREET
CEDAR CITY, UT
(37.70026348600004, -113.06404143699996)"
460044,ALTA VIEW HOSPITAL,84094,SALT LAKE,8020000000,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,Not Available,Not Available,,01/01/2013 12:00:00 AM,########,"9660 SOUTH 1300 EAST
SANDY, UT 84094
(40.575599778000026, -111.85317706999996)","9660 SOUTH 1300 EAST
SANDY, UT
(40.575599778000026, -111.85317706999996)"
460054,CACHE VALLEY SPECIALITY HOSPITAL,84341,CACHE,4360000000,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,Not Available,,01/01/2013 12:00:00 AM,########,"2380 NORTH 400 EAST
NORTH LOGAN, UT 84341
(41.77553825700005, -111.82310081999998)","2380 NORTH 400 EAST
NORTH LOGAN, UT
(41.77553825700005, -111.82310081999998)"
461310,BLUE MOUNTAIN HOSPITAL,84511,SAN JUAN,4360000000,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,Not Available,Not Available,,01/01/2013 12:00:00 AM,########,"802 SOUTH 200 WEST
BLANDING, UT 84511
(37.613404082000045, -109.48153782299994)","802 SOUTH 200 WEST
BLANDING, UT
(37.613404082000045, -109.48153782299994)"
461304,CENTRAL VALLEY MEDICAL CENTER - CAH,84648,JUAB,4360000000,CLABSI Predicted Cases,HAI_1_ELIGCASES,Not Available,Not Available,,01/01/2013 12:00:00 AM,########,"48 WEST 1500 NORTH
NEPHI, UT 84648
(39.730628066000065, -111.83705088599999)","48 WEST 1500 NORTH
NEPHI, UT
(39.730628066000065, -111.83705088599999)"
461301,FILLMORE COMMUNITY MEDICAL CENTER,84631,MILLARD,4360000000,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,Not Available,Not Available,,01/01/2013 12:00:00 AM,########,"674 SOUTH HIGHWAY 99
FILLMORE, UT 84631
(38.953819775000056, -112.33996106599994)","674 SOUTH HIGHWAY 99
FILLMORE, UT
(38.953819775000056, -112.33996106599994)"
461308,SAN JUAN HOSPITAL,84535,SAN JUAN,4360000000,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,Not Available,Not Available,,01/01/2013 12:00:00 AM,########,"380 WEST 100 NORTH
MONTICELLO, UT 84535
(37.87787989700007, -109.34460540199996)","380 WEST 100 NORTH
MONTICELLO, UT
(37.87787989700007, -109.34460540199996)"
460051,JORDAN VALLEY MEDICAL CENTER,84088,SALT LAKE,8020000000,MRSA Observed Cases,HAI_5_NUMERATOR,No Different than U.S. National Benchmark,3,,01/01/2013 12:00:00 AM,########,"3580 WEST 9000 SOUTH
WEST JORDAN, UT 84088
(40.58793342400003, -111.97527612899995)","3580 WEST 9000 SOUTH
WEST JORDAN, UT
(40.58793342400003, -111.97527612899995)"
460049,THE ORTHOPEDIC SPECIALTY HOSPITAL,84107,SALT LAKE,8010000000,CAUTI Observed Cases,HAI_2_NUMERATOR,Not Available,Not Available,,01/01/2013 12:00:00 AM,########,"5848 SOUTH 300 EAST
MURRAY, UT 84107
(40.64408365700007, -111.89840841299997)","5848 SOUTH 300 EAST
MURRAY, UT
(40.64408365700007, -111.89840841299997)"
460006,LDS HOSPITAL,84143,SALT LAKE,8010000000,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,Worse than the U.S. National Benchmark,1.306,,01/01/2013 12:00:00 AM,########,"8TH AVENUE AND C STREET
SALT LAKE CITY, UT 84143
(40.778499871000065, -111.87863972099996)","8TH AVENUE AND C STREET
SALT LAKE CITY, UT
(40.65968998000005, -111.91300138699995)"
460013,MOUNTAIN VIEW HOSPITAL,84651,UTAH,8010000000,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,Not Available,Not Available,,01/01/2013 12:00:00 AM,########,"1000 EAST 100 NORTH
PAYSON, UT 84651
(40.04461333800003, -111.71522704399996)","1000 EAST 100 NORTH
PAYSON, UT
(40.04461333800003, -111.71522704399996)"
460001,UTAH VALLEY REGIONAL MEDICAL CENTER,84604,UTAH,8010000000,Catheter-Associated Urinary Tract Infections (CAUTI),HAI_2_SIR,Worse than the U.S. National Benchmark,2.883,,01/01/2013 12:00:00 AM,########,"1034 NORTH 500 WEST
PROVO, UT 84604
(40.24649080700004, -111.66739467299999)","1034 NORTH 500 WEST
PROVO, UT
(40.24649080700004, -111.66739467299999)"
460013,MOUNTAIN VIEW HOSPITAL,84651,UTAH,8010000000,MRSA Patient Days,HAI_5_DOPC_DAYS,Not Available,10972,,01/01/2013 12:00:00 AM,########,"1000 EAST 100 NORTH
PAYSON, UT 84651
(40.04461333800003, -111.71522704399996)","1000 EAST 100 NORTH
PAYSON, UT
(40.04461333800003, -111.71522704399996)"
460049,THE ORTHOPEDIC SPECIALTY HOSPITAL,84107,SALT LAKE,8010000000,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,No Different than U.S. National Benchmark,-,,01/01/2013 12:00:00 AM,########,"5848 SOUTH 300 EAST
MURRAY, UT 84107
(40.64408365700007, -111.89840841299997)","5848 SOUTH 300 EAST
MURRAY, UT
(40.64408365700007, -111.89840841299997)"
